emergencyVehicleType,license_plate,vehicleSupportType,observationDateTime,longitude,latitude,serviceOnDuty
Ambulance,KA05R6184,BLS,2024-01-16T20:25:32+05:30,77.606669,12.925352,YES
Ambulance,KA05A7023,ALS,2024-01-16T20:26:47+05:30,77.744121,12.970256,YES
Ambulance,KA40H1271,BLS,2024-01-16T20:27:34+05:30,77.601977,12.929396,YES
Ambulance,KA41T8500,Patient Transport,2024-01-16T20:27:48+05:30,77.688824,12.941967,YES
Ambulance,KA41P6997,ALS,2024-01-16T20:28:11+05:30,77.539614,12.915965,YES
Ambulance,KA03U2497,BLS,2024-01-16T20:28:30+05:30,77.621617,12.929311,YES
Ambulance,KA05U3892,BLS,2024-01-16T20:33:55+05:30,77.743035,13.145473,YES
Ambulance,KA02D9278,ALS,2024-01-16T20:35:00+05:30,77.641066,12.897223,YES
Ambulance,KA03U2278,BLS,2024-01-16T20:41:54+05:30,77.710274,12.976418,YES
Ambulance,KA51Y4340,BLS,2024-01-16T20:46:23+05:30,77.532049,13.021768,YES
Ambulance,KA05U3892,BLS,2024-01-16T20:51:32+05:30,77.682059,12.946562,YES
Ambulance,KA05D6805,ALS,2024-01-16T20:54:05+05:30,77.589993,13.040137,YES
Ambulance,KA41P6997,ALS,2024-01-16T20:54:17+05:30,77.699949,12.953458,NO
Ambulance,KA40T2179,ALS,2024-01-16T20:54:21+05:30,77.589088,13.166918,YES
Ambulance,KA03S4981,ALS,2024-01-16T20:59:45+05:30,77.669394,12.841819,NO
Ambulance,KA50H3225,Patient Transport,2024-01-16T21:01:59+05:30,77.603869,12.911169,YES
Ambulance,KA01X9341,BLS,2024-01-16T21:02:21+05:30,77.571008,12.921226,NO
Ambulance,KA04D3606,BLS,2024-01-16T21:02:22+05:30,77.696923,12.970576,NO
Ambulance,KA41Y7419,Patient Transport,2024-01-16T21:03:28+05:30,77.547854,13.005366,YES
Ambulance,KA40S3812,BLS,2024-01-16T21:09:02+05:30,77.752997,12.952383,YES
Ambulance,KA51X5676,Patient Transport,2024-01-16T21:09:59+05:30,77.593866,12.805904,YES
Ambulance,KA03U2278,BLS,2024-01-16T21:11:14+05:30,77.682473,12.850712,YES
Ambulance,KA01X9341,BLS,2024-01-16T21:12:03+05:30,77.603055,12.935413,YES
Ambulance,KA04D3606,BLS,2024-01-16T21:13:36+05:30,77.578731,12.926263,YES
Ambulance,KA01K2904,Patient Transport,2024-01-16T21:21:48+05:30,77.535763,12.932924,YES
Ambulance,KA50H3225,Patient Transport,2024-01-16T21:23:38+05:30,77.655965,12.921747,YES
Ambulance,KA04D3606,BLS,2024-01-16T21:23:45+05:30,77.403283,12.889032,YES
Ambulance,KA04D3606,BLS,2024-01-16T21:24:14+05:30,77.777329,13.039509,YES
Ambulance,KA03H4273,ALS,2024-01-16T21:24:24+05:30,77.703413,12.972416,YES
Ambulance,KA03A1692,Patient Transport,2024-01-16T21:24:26+05:30,77.63839,12.978845,YES
Ambulance,KA51Y5446,ALS,2024-01-16T21:24:36+05:30,77.679293,12.823976,YES
Ambulance,KA03U2497,BLS,2024-01-16T21:27:11+05:30,77.645765,12.904454,YES
Ambulance,KA03D9708,BLS,2024-01-16T21:34:14+05:30,77.622967,12.930593,YES
Ambulance,KA02D9278,ALS,2024-01-16T21:36:29+05:30,77.725438,12.927506,YES
Ambulance,KA05R6184,BLS,2024-01-16T21:37:41+05:30,77.765913,13.15948,YES
Ambulance,KA41P6997,ALS,2024-01-16T21:38:42+05:30,77.620891,12.915806,YES
Ambulance,KA03H4273,ALS,2024-01-16T21:52:20+05:30,77.783391,12.928061,NO
Ambulance,KA51Y4340,BLS,2024-01-16T21:57:11+05:30,77.601822,12.929078,NO
Ambulance,KA51T6207,Patient Transport,2024-01-16T22:03:54+05:30,77.644631,12.931176,YES
Ambulance,KA03W1469,Patient Transport,2024-01-16T22:04:20+05:30,77.74863,12.974114,YES
Ambulance,KA50K3022,ALS,2024-01-16T22:04:43+05:30,77.550332,13.027114,YES
Ambulance,KA40H1271,BLS,2024-01-16T22:12:15+05:30,77.769711,13.036723,YES
Ambulance,KA05R7687,Patient Transport,2024-01-16T22:13:28+05:30,77.63918,12.980015,YES
Ambulance,KA03S4981,ALS,2024-01-16T22:15:10+05:30,77.612527,13.053222,NO
Ambulance,KA40S3812,BLS,2024-01-16T22:15:58+05:30,77.538555,13.038875,YES
Ambulance,KA05A7023,ALS,2024-01-16T22:21:33+05:30,77.691547,12.973936,NO
Ambulance,KA05A7023,ALS,2024-01-16T22:21:35+05:30,77.599418,12.917655,YES
Ambulance,KA04D3606,BLS,2024-01-16T22:22:06+05:30,77.677233,12.841492,YES
Ambulance,KA51P3128,ALS,2024-01-16T22:28:58+05:30,77.687443,12.949183,YES
Ambulance,KA01H3141,ALS,2024-01-16T22:29:09+05:30,77.547572,13.034597,YES
Ambulance,KA04M6459,Patient Transport,2024-01-16T22:36:38+05:30,77.61743,12.908391,YES
Ambulance,KA40H1271,BLS,2024-01-16T22:38:46+05:30,77.618232,12.837916,YES
Ambulance,KA04M6459,Patient Transport,2024-01-16T22:46:41+05:30,77.586853,12.912574,YES
Ambulance,KA41X8497,ALS,2024-01-16T22:51:15+05:30,77.560921,12.989774,NO
Ambulance,KA40T2179,ALS,2024-01-16T22:56:55+05:30,77.571401,12.994127,YES
Ambulance,KA03W1469,Patient Transport,2024-01-16T22:57:34+05:30,77.531368,12.92545,YES
Ambulance,KA40S3812,BLS,2024-01-16T22:57:42+05:30,77.615024,12.929792,NO
Ambulance,KA03W1469,Patient Transport,2024-01-16T22:59:02+05:30,77.602389,12.910951,NO
Ambulance,KA01M6465,BLS,2024-01-16T23:24:30+05:30,77.760456,13.015839,YES
Ambulance,KA04M6459,Patient Transport,2024-01-16T23:28:40+05:30,77.746798,12.935377,YES
Ambulance,KA01H3141,ALS,2024-01-16T23:30:56+05:30,77.646523,12.909199,YES
Ambulance,KA02E1063,Patient Transport,2024-01-16T23:34:56+05:30,77.630301,12.971256,YES
Ambulance,KA01S3086,Patient Transport,2024-01-16T23:38:15+05:30,77.429767,13.025878,YES
Ambulance,KA04D3606,BLS,2024-01-16T23:44:15+05:30,77.757388,13.146565,NO
Ambulance,KA02E1063,Patient Transport,2024-01-16T23:48:34+05:30,77.677413,12.844033,YES
Ambulance,KA40K4489,Patient Transport,2024-01-16T23:54:19+05:30,77.643977,12.898575,YES
Ambulance,KA50J5854,Patient Transport,2024-01-16T23:55:36+05:30,77.654253,12.841719,YES
Ambulance,KA03A1692,Patient Transport,2024-01-17T00:13:53+05:30,77.539516,12.932069,YES
Ambulance,KA50G5585,ALS,2024-01-17T00:18:01+05:30,77.635812,12.939621,YES
Ambulance,KA51H1989,Patient Transport,2024-01-17T00:23:09+05:30,77.755821,12.971593,NO
Ambulance,KA02D9278,ALS,2024-01-17T00:23:45+05:30,77.610663,12.925931,YES
Ambulance,KA04T7543,ALS,2024-01-17T00:23:53+05:30,77.682808,12.963331,YES
Ambulance,KA51M1237,ALS,2024-01-17T00:28:15+05:30,77.615885,12.928145,YES
Ambulance,KA50G5585,ALS,2024-01-17T00:28:47+05:30,77.503427,12.836492,YES
Ambulance,KA41T8500,Patient Transport,2024-01-17T00:29:26+05:30,77.589662,12.927334,YES
Ambulance,KA03A1692,Patient Transport,2024-01-17T00:34:09+05:30,77.628808,12.959745,NO
Ambulance,KA40K4489,Patient Transport,2024-01-17T00:39:31+05:30,77.565168,13.012268,YES
Ambulance,KA01H3141,ALS,2024-01-17T00:58:27+05:30,77.591905,13.047691,YES
Ambulance,KA51Y5446,ALS,2024-01-17T01:29:13+05:30,77.666308,13.03219,YES
Ambulance,KA04D1727,BLS,2024-01-17T01:38:04+05:30,77.589741,13.033229,YES
Ambulance,KA51Y5446,ALS,2024-01-17T01:42:07+05:30,77.748941,12.9721,NO
Ambulance,KA51T6207,Patient Transport,2024-01-17T01:56:02+05:30,77.659671,12.995065,NO
Ambulance,KA02N5926,BLS,2024-01-17T02:45:55+05:30,77.554106,12.861073,YES
Ambulance,KA40K4489,Patient Transport,2024-01-17T02:46:18+05:30,77.626053,12.932892,NO
Ambulance,KA03U2497,BLS,2024-01-17T03:08:56+05:30,77.581945,13.022124,YES
Ambulance,KA40V2034,BLS,2024-01-17T03:13:12+05:30,77.694844,12.945946,NO
Ambulance,KA51F5066,BLS,2024-01-17T03:22:13+05:30,77.53452,12.946032,YES
Ambulance,KA05U3892,BLS,2024-01-17T03:24:58+05:30,77.67445,12.954414,YES
Ambulance,KA03S4981,ALS,2024-01-17T03:41:10+05:30,77.623718,12.941592,YES
Ambulance,KA03S4981,ALS,2024-01-17T04:18:30+05:30,77.60626,13.032708,YES
Ambulance,KA01H3141,ALS,2024-01-17T04:23:53+05:30,77.589419,12.898021,NO
Ambulance,KA50H3225,Patient Transport,2024-01-17T04:33:20+05:30,77.648946,12.919555,YES
Ambulance,KA05U3892,BLS,2024-01-17T04:35:30+05:30,77.606403,12.929197,YES
Ambulance,KA05U3892,BLS,2024-01-17T04:36:49+05:30,77.624461,12.944811,YES
Ambulance,KA51Y4340,BLS,2024-01-17T04:44:05+05:30,77.706555,12.977601,YES
Ambulance,KA01H3141,ALS,2024-01-17T04:55:44+05:30,77.639917,12.942014,NO
Ambulance,KA05D6805,ALS,2024-01-17T04:57:21+05:30,77.600238,13.029724,YES
Ambulance,KA40V2034,BLS,2024-01-17T04:58:12+05:30,77.559515,12.913673,YES
Ambulance,KA03W1469,Patient Transport,2024-01-17T04:59:02+05:30,77.675728,12.836156,YES
Ambulance,KA02N5926,BLS,2024-01-17T05:05:50+05:30,77.664715,12.837735,YES
Ambulance,KA05R7687,Patient Transport,2024-01-17T05:16:57+05:30,77.423878,13.160732,YES
Ambulance,KA03W1469,Patient Transport,2024-01-17T05:22:09+05:30,77.573316,12.900056,YES
Ambulance,KA51P3128,ALS,2024-01-17T05:24:49+05:30,77.543972,13.019192,YES
Ambulance,KA50H1620,Patient Transport,2024-01-17T05:25:35+05:30,77.640373,12.928612,YES
Ambulance,KA51Y4340,BLS,2024-01-17T05:29:09+05:30,77.52574,12.922873,YES
Ambulance,KA41X8497,ALS,2024-01-17T05:36:09+05:30,77.580798,12.920414,YES
Ambulance,KA51F5066,BLS,2024-01-17T05:37:10+05:30,77.606395,13.034918,YES
Ambulance,KA03S4981,ALS,2024-01-17T05:38:27+05:30,77.54956,12.916253,YES
Ambulance,KA03D9708,BLS,2024-01-17T05:41:24+05:30,77.678695,12.973957,NO
Ambulance,KA40S3812,BLS,2024-01-17T05:45:47+05:30,77.583504,12.941407,NO
Ambulance,KA01S3086,Patient Transport,2024-01-17T05:51:26+05:30,77.4146,13.114625,YES
Ambulance,KA01S3086,Patient Transport,2024-01-17T05:53:09+05:30,77.655704,12.979226,NO
Ambulance,KA50K3022,ALS,2024-01-17T05:58:10+05:30,77.559911,13.007655,YES
Ambulance,KA02D9278,ALS,2024-01-17T06:00:57+05:30,77.691155,12.835548,YES
Ambulance,KA04M6459,Patient Transport,2024-01-17T06:06:47+05:30,77.738532,12.984613,NO
Ambulance,KA40S3812,BLS,2024-01-17T06:09:21+05:30,77.72197,12.842782,NO
Ambulance,KA03D9708,BLS,2024-01-17T06:10:49+05:30,77.59206,12.930179,YES
Ambulance,KA51F5066,BLS,2024-01-17T06:11:24+05:30,77.682879,12.828533,YES
Ambulance,KA05D6805,ALS,2024-01-17T06:12:23+05:30,77.634164,12.951111,YES
Ambulance,KA05R6184,BLS,2024-01-17T06:17:58+05:30,77.573273,12.992743,YES
Ambulance,KA50K3022,ALS,2024-01-17T06:20:42+05:30,77.628209,12.916124,YES
Ambulance,KA51P3128,ALS,2024-01-17T06:21:33+05:30,77.707292,12.975194,NO
Ambulance,KA40A5474,Patient Transport,2024-01-17T06:27:27+05:30,77.628451,12.944725,NO
Ambulance,KA03F6773,ALS,2024-01-17T06:32:58+05:30,77.701161,12.840384,YES
Ambulance,KA05R6184,BLS,2024-01-17T06:36:29+05:30,77.753307,12.975149,YES
Ambulance,KA50K3022,ALS,2024-01-17T06:39:20+05:30,77.677634,12.837957,YES
Ambulance,KA01X9341,BLS,2024-01-17T06:40:31+05:30,77.76051,12.968616,YES
Ambulance,KA41T8500,Patient Transport,2024-01-17T06:47:23+05:30,77.634073,12.984688,YES
Ambulance,KA41T8500,Patient Transport,2024-01-17T06:51:36+05:30,77.753029,12.966142,YES
Ambulance,KA03A1692,Patient Transport,2024-01-17T06:52:18+05:30,77.50894,13.19942,YES
Ambulance,KA51M1237,ALS,2024-01-17T06:54:46+05:30,77.728859,12.96913,YES
Ambulance,KA51X5676,Patient Transport,2024-01-17T07:02:40+05:30,77.423443,12.850505,YES
Ambulance,KA03F6773,ALS,2024-01-17T07:09:17+05:30,77.541557,12.9408,YES
Ambulance,KA50H1620,Patient Transport,2024-01-17T07:10:06+05:30,77.60348,13.012581,YES
Ambulance,KA01K2904,Patient Transport,2024-01-17T07:13:03+05:30,77.625757,12.971432,YES
Ambulance,KA04D3606,BLS,2024-01-17T07:14:49+05:30,77.698359,12.95517,YES
Ambulance,KA50J5854,Patient Transport,2024-01-17T07:15:07+05:30,77.54419,12.928258,YES
Ambulance,KA05D6805,ALS,2024-01-17T07:15:25+05:30,77.604926,13.023592,YES
Ambulance,KA05R7687,Patient Transport,2024-01-17T07:16:31+05:30,77.597624,12.90446,YES
Ambulance,KA01S3086,Patient Transport,2024-01-17T07:20:50+05:30,77.639432,12.90829,YES
Ambulance,KA04D1727,BLS,2024-01-17T07:28:18+05:30,77.597863,12.925556,YES
Ambulance,KA41T8500,Patient Transport,2024-01-17T07:35:08+05:30,77.542487,12.925229,YES
Ambulance,KA51F5066,BLS,2024-01-17T07:36:50+05:30,77.620207,12.963622,NO
Ambulance,KA51M1237,ALS,2024-01-17T07:37:07+05:30,77.584533,12.933174,NO
Ambulance,KA02N5926,BLS,2024-01-17T07:38:00+05:30,77.635508,12.922805,YES
Ambulance,KA01K2904,Patient Transport,2024-01-17T07:38:14+05:30,77.658087,12.84619,YES
Ambulance,KA01S3086,Patient Transport,2024-01-17T07:40:43+05:30,77.560819,12.98794,YES
Ambulance,KA02E1063,Patient Transport,2024-01-17T07:41:33+05:30,77.73545,12.979848,YES
Ambulance,KA40T2179,ALS,2024-01-17T07:44:03+05:30,77.620887,12.920321,YES
Ambulance,KA51P3128,ALS,2024-01-17T07:44:08+05:30,77.583956,13.05359,NO
Ambulance,KA03P8868,Patient Transport,2024-01-17T07:45:52+05:30,77.592581,12.938746,YES
Ambulance,KA40K4489,Patient Transport,2024-01-17T07:46:10+05:30,77.566893,12.990228,YES
Ambulance,KA05F1958,BLS,2024-01-17T07:47:39+05:30,77.608606,13.029769,YES
Ambulance,KA03S4981,ALS,2024-01-17T07:51:23+05:30,77.686195,12.838343,YES
Ambulance,KA03A1692,Patient Transport,2024-01-17T07:54:12+05:30,77.577613,12.930208,YES
Ambulance,KA02D9278,ALS,2024-01-17T07:55:18+05:30,77.641208,12.967982,YES
Ambulance,KA01S3086,Patient Transport,2024-01-17T07:57:45+05:30,77.766358,12.963654,YES
Ambulance,KA05R7687,Patient Transport,2024-01-17T07:58:34+05:30,77.525286,13.090466,YES
Ambulance,KA40V2034,BLS,2024-01-17T08:08:21+05:30,77.702203,12.963281,YES
Ambulance,KA03D9708,BLS,2024-01-17T08:08:54+05:30,77.492295,13.169915,NO
Ambulance,KA41T8500,Patient Transport,2024-01-17T08:09:43+05:30,77.615933,12.926573,NO
Ambulance,KA04D1727,BLS,2024-01-17T08:09:57+05:30,77.632736,12.94438,YES
Ambulance,KA50H1620,Patient Transport,2024-01-17T08:10:47+05:30,77.666428,12.829745,YES
Ambulance,KA04T7543,ALS,2024-01-17T08:11:12+05:30,77.547694,13.015329,YES
Ambulance,KA04D3606,BLS,2024-01-17T08:12:03+05:30,77.711606,12.954856,YES
Ambulance,KA01M6465,BLS,2024-01-17T08:19:54+05:30,77.562926,12.808985,YES
Ambulance,KA41X8497,ALS,2024-01-17T08:24:24+05:30,77.618642,12.990669,YES
Ambulance,KA01H3141,ALS,2024-01-17T08:24:57+05:30,77.599115,13.053226,YES
Ambulance,KA51X5676,Patient Transport,2024-01-17T08:26:36+05:30,77.745289,13.112444,NO
Ambulance,KA02E1063,Patient Transport,2024-01-17T08:27:59+05:30,77.613067,12.914359,YES
Ambulance,KA51F5066,BLS,2024-01-17T08:30:29+05:30,77.536426,13.020228,YES
Ambulance,KA50J5854,Patient Transport,2024-01-17T08:34:39+05:30,77.643533,12.971573,YES
Ambulance,KA50J5854,Patient Transport,2024-01-17T08:35:17+05:30,77.692346,12.834139,YES
Ambulance,KA40S3812,BLS,2024-01-17T08:35:23+05:30,77.532017,12.926805,YES
Ambulance,KA05F1958,BLS,2024-01-17T08:40:54+05:30,77.646445,12.911258,YES
Ambulance,KA50H3225,Patient Transport,2024-01-17T08:48:43+05:30,77.52473,12.917693,YES
Ambulance,KA51X5676,Patient Transport,2024-01-17T08:50:09+05:30,77.540287,12.925156,YES
Ambulance,KA50H1620,Patient Transport,2024-01-17T08:51:48+05:30,77.746114,12.982542,YES
Ambulance,KA03W1469,Patient Transport,2024-01-17T08:51:55+05:30,77.55168,12.920561,YES
Ambulance,KA41P6997,ALS,2024-01-17T08:52:32+05:30,77.753631,12.961127,YES
Ambulance,KA40T2179,ALS,2024-01-17T08:55:37+05:30,77.547512,13.032144,YES
Ambulance,KA05R7687,Patient Transport,2024-01-17T08:59:09+05:30,77.747226,12.981346,YES
Ambulance,KA01K2904,Patient Transport,2024-01-17T09:00:44+05:30,77.639628,12.95677,YES
Ambulance,KA50G5585,ALS,2024-01-17T09:02:54+05:30,77.704006,12.952602,YES
Ambulance,KA03F6773,ALS,2024-01-17T09:05:11+05:30,77.560685,13.031964,YES
Ambulance,KA02N5926,BLS,2024-01-17T09:06:32+05:30,77.605238,12.911395,YES
Ambulance,KA41T8500,Patient Transport,2024-01-17T09:08:28+05:30,77.755234,12.971311,YES
Ambulance,KA01K2904,Patient Transport,2024-01-17T09:09:38+05:30,77.584158,13.048204,YES
Ambulance,KA51P3128,ALS,2024-01-17T09:14:06+05:30,77.715898,12.949822,YES
Ambulance,KA51M1237,ALS,2024-01-17T09:15:04+05:30,77.424492,12.910041,YES
Ambulance,KA03U2497,BLS,2024-01-17T09:15:25+05:30,77.639798,12.900836,YES
Ambulance,KA40S3812,BLS,2024-01-17T09:15:26+05:30,77.755646,12.966718,YES
Ambulance,KA50G5585,ALS,2024-01-17T09:17:06+05:30,77.793936,12.96791,YES
Ambulance,KA03P8868,Patient Transport,2024-01-17T09:18:11+05:30,77.470825,13.121168,YES
Ambulance,KA03S4981,ALS,2024-01-17T09:18:14+05:30,77.619045,13.05281,YES
Ambulance,KA05R6184,BLS,2024-01-17T09:20:11+05:30,77.619424,12.909874,YES
Ambulance,KA03U2278,BLS,2024-01-17T09:23:22+05:30,77.516199,13.033324,YES
Ambulance,KA40H1271,BLS,2024-01-17T09:25:33+05:30,77.553349,12.92594,YES
Ambulance,KA40K4489,Patient Transport,2024-01-17T09:25:53+05:30,77.737131,12.979605,YES
Ambulance,KA01S3086,Patient Transport,2024-01-17T09:25:59+05:30,77.724858,12.879914,YES
Ambulance,KA50K3022,ALS,2024-01-17T09:26:51+05:30,77.573813,12.900448,YES
Ambulance,KA50K3022,ALS,2024-01-17T09:29:22+05:30,77.726277,12.941265,NO
Ambulance,KA03P8868,Patient Transport,2024-01-17T09:33:15+05:30,77.581931,12.941832,NO
Ambulance,KA05R6184,BLS,2024-01-17T09:36:13+05:30,77.760096,12.982655,YES
Ambulance,KA51X5676,Patient Transport,2024-01-17T09:37:45+05:30,77.640198,12.915451,YES
Ambulance,KA40T2179,ALS,2024-01-17T09:40:47+05:30,77.598469,13.132523,YES
Ambulance,KA04D1727,BLS,2024-01-17T09:41:59+05:30,77.648254,13.110535,YES
Ambulance,KA41X8497,ALS,2024-01-17T09:43:13+05:30,77.651555,12.983245,YES
Ambulance,KA41T8500,Patient Transport,2024-01-17T09:50:45+05:30,77.56832,13.002822,YES
Ambulance,KA40S3812,BLS,2024-01-17T09:51:17+05:30,77.608082,12.917592,YES
Ambulance,KA03S4981,ALS,2024-01-17T09:53:17+05:30,77.791528,13.195395,NO
Ambulance,KA04D1727,BLS,2024-01-17T09:54:19+05:30,77.744392,12.964299,YES
Ambulance,KA40T2179,ALS,2024-01-17T09:56:13+05:30,77.696737,12.965493,YES
Ambulance,KA01S3086,Patient Transport,2024-01-17T09:58:51+05:30,77.583042,13.185822,NO
Ambulance,KA01K2904,Patient Transport,2024-01-17T09:59:54+05:30,77.54403,12.923252,NO
Ambulance,KA05R6184,BLS,2024-01-17T10:02:26+05:30,77.568027,12.915403,YES
Ambulance,KA41P6997,ALS,2024-01-17T10:03:23+05:30,77.577804,12.988289,YES
Ambulance,KA50H3225,Patient Transport,2024-01-17T10:06:13+05:30,77.593915,12.913058,YES
Ambulance,KA40S3812,BLS,2024-01-17T10:07:29+05:30,77.683024,12.850417,NO
Ambulance,KA01X9341,BLS,2024-01-17T10:10:49+05:30,77.770787,12.969715,YES
Ambulance,KA04T7543,ALS,2024-01-17T10:11:24+05:30,77.480592,13.091004,YES
Ambulance,KA01H3141,ALS,2024-01-17T10:16:13+05:30,77.665571,12.829288,NO
Ambulance,KA05A7023,ALS,2024-01-17T10:20:55+05:30,77.458872,12.89645,YES
Ambulance,KA40T2179,ALS,2024-01-17T10:23:27+05:30,77.748059,12.969989,YES
Ambulance,KA05D6805,ALS,2024-01-17T10:26:27+05:30,77.589703,12.926989,YES
Ambulance,KA05A7023,ALS,2024-01-17T10:26:59+05:30,77.708251,12.937703,YES
Ambulance,KA04T7543,ALS,2024-01-17T10:34:37+05:30,77.660689,13.182891,YES
Ambulance,KA51P3128,ALS,2024-01-17T10:45:14+05:30,77.645202,12.919472,YES
Ambulance,KA05F1958,BLS,2024-01-17T10:47:08+05:30,77.602311,13.029395,YES
Ambulance,KA03A1692,Patient Transport,2024-01-17T10:47:21+05:30,77.712479,13.192329,YES
Ambulance,KA04D3606,BLS,2024-01-17T10:47:43+05:30,77.638065,12.968897,YES
Ambulance,KA04D3606,BLS,2024-01-17T10:48:26+05:30,77.609322,12.929129,YES
Ambulance,KA02E1063,Patient Transport,2024-01-17T10:49:23+05:30,77.667794,12.839985,YES
Ambulance,KA01K2904,Patient Transport,2024-01-17T10:49:29+05:30,77.749531,12.953359,YES
Ambulance,KA51M1237,ALS,2024-01-17T10:50:04+05:30,77.72955,12.96781,YES
Ambulance,KA03P8868,Patient Transport,2024-01-17T10:50:27+05:30,77.635765,12.977375,YES
Ambulance,KA41T8500,Patient Transport,2024-01-17T10:53:34+05:30,77.552214,13.02725,YES
Ambulance,KA40A5474,Patient Transport,2024-01-17T10:53:54+05:30,77.567344,12.998345,YES
Ambulance,KA05D6805,ALS,2024-01-17T10:54:32+05:30,77.593528,12.934332,YES
Ambulance,KA03D9708,BLS,2024-01-17T10:54:38+05:30,77.708718,12.837435,YES
Ambulance,KA40K4489,Patient Transport,2024-01-17T10:56:21+05:30,77.595845,13.039273,NO
Ambulance,KA41X8497,ALS,2024-01-17T10:58:14+05:30,77.574605,12.944024,YES
Ambulance,KA01H3141,ALS,2024-01-17T10:58:23+05:30,77.596924,12.912931,YES
Ambulance,KA01K2904,Patient Transport,2024-01-17T10:58:29+05:30,77.611677,12.909349,YES
Ambulance,KA03U2278,BLS,2024-01-17T10:59:35+05:30,77.631027,12.894054,YES
Ambulance,KA02D9278,ALS,2024-01-17T11:01:33+05:30,77.694799,12.915469,YES
Ambulance,KA04M6459,Patient Transport,2024-01-17T11:01:56+05:30,77.651323,12.987436,YES
Ambulance,KA40H1271,BLS,2024-01-17T11:04:55+05:30,77.788606,13.031907,YES
Ambulance,KA51Y5446,ALS,2024-01-17T11:06:28+05:30,77.412014,13.136872,YES
Ambulance,KA05R7687,Patient Transport,2024-01-17T11:06:53+05:30,77.619237,13.0776,YES
Ambulance,KA04D3606,BLS,2024-01-17T11:07:19+05:30,77.747232,12.956277,YES
Ambulance,KA03F6773,ALS,2024-01-17T11:08:12+05:30,77.607794,13.043903,YES
Ambulance,KA03U2497,BLS,2024-01-17T11:09:09+05:30,77.747628,12.972917,YES
Ambulance,KA41P6997,ALS,2024-01-17T11:09:54+05:30,77.642586,13.030407,YES
Ambulance,KA04T7543,ALS,2024-01-17T11:10:40+05:30,77.402692,13.010432,YES
Ambulance,KA03W1469,Patient Transport,2024-01-17T11:16:46+05:30,77.660877,12.84359,NO
Ambulance,KA50H1620,Patient Transport,2024-01-17T11:19:26+05:30,77.590369,12.9336,YES
Ambulance,KA03U2497,BLS,2024-01-17T11:21:24+05:30,77.656087,12.83037,YES
Ambulance,KA51H1989,Patient Transport,2024-01-17T11:23:55+05:30,77.56922,12.991935,YES
Ambulance,KA41P6997,ALS,2024-01-17T11:26:33+05:30,77.476243,13.154996,YES
Ambulance,KA51H1989,Patient Transport,2024-01-17T11:29:11+05:30,77.618734,13.046128,YES
Ambulance,KA03P8868,Patient Transport,2024-01-17T11:30:02+05:30,77.601562,12.919142,NO
Ambulance,KA05R6184,BLS,2024-01-17T11:31:59+05:30,77.748635,12.86725,NO
Ambulance,KA40T2179,ALS,2024-01-17T11:34:07+05:30,77.599387,13.037935,YES
Ambulance,KA01M6465,BLS,2024-01-17T11:35:10+05:30,77.721483,13.185972,YES
Ambulance,KA41T8500,Patient Transport,2024-01-17T11:36:58+05:30,77.728401,13.17631,YES
Ambulance,KA51M1237,ALS,2024-01-17T11:38:05+05:30,77.611463,12.927203,YES
Ambulance,KA51P3128,ALS,2024-01-17T11:40:49+05:30,77.583102,12.918948,YES
Ambulance,KA40T2179,ALS,2024-01-17T11:43:00+05:30,77.588217,12.905496,YES
Ambulance,KA41P6997,ALS,2024-01-17T11:46:06+05:30,77.543108,12.979439,YES
Ambulance,KA05A7023,ALS,2024-01-17T11:47:34+05:30,77.408844,12.857051,YES
Ambulance,KA40H1271,BLS,2024-01-17T11:48:11+05:30,77.589705,12.924777,YES
Ambulance,KA01S3086,Patient Transport,2024-01-17T11:48:13+05:30,77.674555,12.850012,YES
Ambulance,KA51Y4340,BLS,2024-01-17T11:53:46+05:30,77.484625,13.013701,YES
Ambulance,KA40A5474,Patient Transport,2024-01-17T11:55:48+05:30,77.692807,12.971319,YES
Ambulance,KA40H1271,BLS,2024-01-17T12:04:59+05:30,77.634232,12.912718,YES
Ambulance,KA51Y4340,BLS,2024-01-17T12:06:06+05:30,77.57451,13.123218,YES
Ambulance,KA04D1727,BLS,2024-01-17T12:09:19+05:30,77.554654,12.816999,YES
Ambulance,KA51H1989,Patient Transport,2024-01-17T12:10:18+05:30,77.750227,13.033247,NO
Ambulance,KA02N5926,BLS,2024-01-17T12:18:13+05:30,77.631125,12.805016,YES
Ambulance,KA02E1063,Patient Transport,2024-01-17T12:22:52+05:30,77.545162,12.987266,YES
Ambulance,KA04T7543,ALS,2024-01-17T12:26:07+05:30,77.582813,13.029845,NO
Ambulance,KA03U2278,BLS,2024-01-17T12:26:20+05:30,77.670775,12.827771,YES
Ambulance,KA04T7543,ALS,2024-01-17T12:26:45+05:30,77.722075,12.935226,YES
Ambulance,KA02E1063,Patient Transport,2024-01-17T12:28:07+05:30,77.580216,12.934137,YES
Ambulance,KA40A5474,Patient Transport,2024-01-17T12:28:52+05:30,77.679416,12.847827,YES
Ambulance,KA03P8868,Patient Transport,2024-01-17T12:32:58+05:30,77.614113,13.030665,YES
Ambulance,KA41Y7419,Patient Transport,2024-01-17T12:35:08+05:30,77.598782,13.078235,YES
Ambulance,KA50H1620,Patient Transport,2024-01-17T12:35:50+05:30,77.471645,13.147694,NO
Ambulance,KA51Y5446,ALS,2024-01-17T12:37:56+05:30,77.621102,12.928436,NO
